symbol,name,exchange,type
PSA-PF,Public Storage,New York Stock Exchange,stock
DDOG,Datadog  Inc.,NASDAQ Global Select,stock
FET,Forum Energy Technologies  Inc.,New York Stock Exchange,stock
CGNT,Cognyte Software Ltd.,NASDAQ Global Select,stock
ENR,Energizer Holdings  Inc.,New York Stock Exchange,stock
PB,Prosperity Bancshares  Inc.,New York Stock Exchange,stock
ALEX,Alexander & Baldwin  Inc.,New York Stock Exchange,stock
UAN,CVR Partners  LP,New York Stock Exchange,stock
GOOS,Canada Goose Holdings Inc.,New York Stock Exchange,stock
GOVX,GeoVax Labs  Inc.,NASDAQ Capital Market,stock
BCS,Barclays PLC,New York Stock Exchange,stock
KEY,KeyCorp,New York Stock Exchange,stock
SMG,The Scotts Miracle-Gro Company,New York Stock Exchange,stock
SITC,SITE Centers Corp.,New York Stock Exchange,stock
FSLY,Fastly  Inc.,New York Stock Exchange,stock
ACB,Aurora Cannabis Inc.,NASDAQ Global Select,stock
BVS,Bioventus Inc.,NASDAQ Global Select,stock
CAVA,CAVA Group  Inc.,New York Stock Exchange,stock
DBRG-PI,DigitalBridge Group  Inc.,New York Stock Exchange,stock
EXPE,Expedia Group  Inc.,NASDAQ Global Select,stock
AX,Axos Financial  Inc.,New York Stock Exchange,stock
NGS,Natural Gas Services Group  Inc.,New York Stock Exchange,stock
FULC,Fulcrum Therapeutics  Inc.,NASDAQ Global Market,stock
GLYC,GlycoMimetics  Inc.,NASDAQ Global Market,stock
MG,Mistras Group  Inc.,New York Stock Exchange,stock
SA,Seabridge Gold Inc.,New York Stock Exchange,stock
AMPY,Amplify Energy Corp.,New York Stock Exchange,stock
CBAN,Colony Bankcorp  Inc.,NASDAQ Global Market,stock
BNZI,Banzai International  Inc.,NASDAQ Global Market,stock
DEI,Douglas Emmett  Inc.,New York Stock Exchange,stock
ALB,Albemarle Corporation,New York Stock Exchange,stock
MX,Magnachip Semiconductor Corporation,New York Stock Exchange,stock
NXRT,NexPoint Residential Trust  Inc.,New York Stock Exchange,stock
INSE,Inspired Entertainment  Inc.,NASDAQ Capital Market,stock
GM,General Motors Company,New York Stock Exchange,stock
OOMA,Ooma  Inc.,New York Stock Exchange,stock
NOV,NOV Inc.,New York Stock Exchange,stock
PVH,PVH Corp.,New York Stock Exchange,stock
ARCO,Arcos Dorados Holdings Inc.,New York Stock Exchange,stock
JOUT,Johnson Outdoors Inc.,NASDAQ Global Select,stock
MTDR,Matador Resources Company,New York Stock Exchange,stock
FFBC,First Financial Bancorp.,NASDAQ Global Select,stock
SLGN,Silgan Holdings Inc.,New York Stock Exchange,stock
AMX,América Móvil  S.A.B. de C.V.,New York Stock Exchange,stock
BEPH,Brookfield BRP Holdings (Canada,New York Stock Exchange,stock
APO,Apollo Global Management  Inc.,New York Stock Exchange,stock
MS-PA,Morgan Stanley,New York Stock Exchange,stock
AAT,American Assets Trust  Inc.,New York Stock Exchange,stock
PRGO,Perrigo Company plc,New York Stock Exchange,stock
LTC,LTC Properties  Inc.,New York Stock Exchange,stock
USPH,U.S. Physical Therapy  Inc.,New York Stock Exchange,stock
OVV,Ovintiv Inc.,New York Stock Exchange,stock
PSA-PG,Public Storage,New York Stock Exchange,stock
GHI,Greystone Housing Impact Investors LP,New York Stock Exchange,stock
CENN,Cenntro Electric Group Limited,NASDAQ Capital Market,stock
GEV,GE Vernova Inc.,New York Stock Exchange,stock
GWRE,Guidewire Software  Inc.,New York Stock Exchange,stock
KARO,Karooooo Ltd.,NASDAQ Capital Market,stock
KT,KT Corporation,New York Stock Exchange,stock
SR-PA,Spire Inc.,New York Stock Exchange,stock
EQR,Equity Residential,New York Stock Exchange,stock
FLR,Fluor Corporation,New York Stock Exchange,stock
SW,Smurfit Westrock Plc,New York Stock Exchange,stock
INFY,Infosys Limited,New York Stock Exchange,stock
FVR,FrontView REIT  Inc.,New York Stock Exchange,stock
PBH,Prestige Consumer Healthcare Inc.,New York Stock Exchange,stock
APPF,AppFolio  Inc.,NASDAQ Global Market,stock
FRO,Frontline Ltd.,New York Stock Exchange,stock
BAC-PP,Bank of America Corporation,New York Stock Exchange,stock
HR,Healthcare Realty Trust Incorporated,New York Stock Exchange,stock
AAP,Advance Auto Parts  Inc.,New York Stock Exchange,stock
ADN,Advent Technologies Holdings  Inc.,NASDAQ Capital Market,stock
BNAI,Brand Engagement Network  Inc.,NASDAQ Capital Market,stock
CAMT,Camtek Ltd.,NASDAQ Global Market,stock
CCO,Clear Channel Outdoor Holdings  Inc.,New York Stock Exchange,stock
FRA,BlackRock Floating Rate Income Strategies Fund  Inc.,New York Stock Exchange,stock
HRTG,Heritage Insurance Holdings  Inc.,New York Stock Exchange,stock
IIPR,Innovative Industrial Properties  Inc.,New York Stock Exchange,stock
RF-PC,Regions Financial Corporation,New York Stock Exchange,stock
GEF,Greif  Inc.,New York Stock Exchange,stock
MP,MP Materials Corp.,New York Stock Exchange,stock
MYE,Myers Industries  Inc.,New York Stock Exchange,stock
DOLE,Dole plc,New York Stock Exchange,stock
WT,WisdomTree  Inc.,New York Stock Exchange,stock
FBIZ,First Business Financial Services  Inc.,NASDAQ Global Select,stock
FBLA,FB Bancorp  Inc. Common Stock,NASDAQ Global Market,stock
SHOP,Shopify Inc.,New York Stock Exchange,stock
TSLX,Sixth Street Specialty Lending  Inc.,New York Stock Exchange,stock
PSO,Pearson plc,New York Stock Exchange,stock
MTG,MGIC Investment Corporation,New York Stock Exchange,stock
LAW,CS Disco  Inc.,New York Stock Exchange,stock
MBUU,Malibu Boats  Inc.,NASDAQ Global Market,stock
MULN,Mullen Automotive  Inc.,NASDAQ Capital Market,stock
ROKU,Roku  Inc.,NASDAQ Global Select,stock
IMAX,IMAX Corporation,New York Stock Exchange,stock
MFC,Manulife Financial Corporation,New York Stock Exchange,stock
ACRS,Aclaris Therapeutics  Inc.,NASDAQ Global Select,stock
AESI,Atlas Energy Solutions Inc.,New York Stock Exchange,stock
LGHL,Lion Group Holding Ltd.,NASDAQ Capital Market,stock
LHX,L3Harris Technologies  Inc.,New York Stock Exchange,stock
HPQ,HP Inc.,New York Stock Exchange,stock
UBER,Uber Technologies  Inc.,New York Stock Exchange,stock
ACI,Albertsons Companies  Inc.,New York Stock Exchange,stock
CVCO,Cavco Industries  Inc.,NASDAQ Global Select,stock
CON,Concentra Group Holdings Parent  Inc.,New York Stock Exchange,stock
TECK,Teck Resources Limited,New York Stock Exchange,stock
KVYO,Klaviyo  Inc.,New York Stock Exchange,stock
LCUT,Lifetime Brands  Inc.,NASDAQ Global Select,stock
SHW,The Sherwin-Williams Company,New York Stock Exchange,stock
SLVM,Sylvamo Corporation,New York Stock Exchange,stock
NVRO,Nevro Corp.,New York Stock Exchange,stock
TFC-PR,Truist Financial Corporation,New York Stock Exchange,stock
TPR,Tapestry  Inc.,New York Stock Exchange,stock
INBK,First Internet Bancorp,NASDAQ Global Select,stock
GRDN,Guardian Pharmacy Services  Inc.,New York Stock Exchange,stock
SPXC,SPX Technologies  Inc.,New York Stock Exchange,stock
BDC,Belden Inc.,New York Stock Exchange,stock
SSL,Sasol Limited,New York Stock Exchange,stock
HLI,Houlihan Lokey  Inc.,New York Stock Exchange,stock
TBB,AT&T Inc. 5.35% GLB NTS 66,New York Stock Exchange,stock
KB,KB Financial Group Inc.,New York Stock Exchange,stock
LAC,Lithium Americas Corp.,New York Stock Exchange,stock
MTH,Meritage Homes Corporation,New York Stock Exchange,stock
FHI,Federated Hermes  Inc.,New York Stock Exchange,stock
MVIS,MicroVision  Inc.,NASDAQ Global Market,stock
BDMD,Baird Medical Investment Holdings Limited,NASDAQ Capital Market,stock
CSWI,CSW Industrials  Inc.,NASDAQ Global Select,stock
MMS,Maximus  Inc.,New York Stock Exchange,stock
ROG,Rogers Corporation,New York Stock Exchange,stock
HMC,Honda Motor Co.  Ltd.,New York Stock Exchange,stock
LAR,Lithium Argentina AG,New York Stock Exchange,stock
MTN,Vail Resorts  Inc.,New York Stock Exchange,stock
LYV,Live Nation Entertainment  Inc.,New York Stock Exchange,stock
MANU,Manchester United plc,New York Stock Exchange,stock
MAV,Pioneer Municipal High Income Advantage Fund  Inc.,New York Stock Exchange,stock
NOW,ServiceNow  Inc.,New York Stock Exchange,stock
SPNT,SiriusPoint Ltd.,New York Stock Exchange,stock
AIR,AAR Corp.,New York Stock Exchange,stock
WFC-PD,Wells Fargo & Company,New York Stock Exchange,stock
STZ,Constellation Brands  Inc.,New York Stock Exchange,stock
CRH,CRH plc,New York Stock Exchange,stock
CELU,Celularity Inc.,NASDAQ Capital Market,stock
AWI,Armstrong World Industries  Inc.,New York Stock Exchange,stock
CMBT,Euronav NV,New York Stock Exchange,stock
FRGE,Forge Global Holdings  Inc.,New York Stock Exchange,stock
BITF,Bitfarms Ltd.,NASDAQ Global Market,stock
BLCO,Bausch + Lomb Corporation,New York Stock Exchange,stock
DHT,DHT Holdings  Inc.,New York Stock Exchange,stock
NNN,National Retail Properties  Inc.,New York Stock Exchange,stock
KROS,Keros Therapeutics  Inc.,NASDAQ Global Market,stock
BEN,Franklin Resources  Inc.,New York Stock Exchange,stock
BCO,The Brink's Company,New York Stock Exchange,stock
TRU,TransUnion,New York Stock Exchange,stock
LYT,Lytus Technologies Holdings PTV. Ltd.,NASDAQ Capital Market,stock
ERAS,Erasca  Inc.,NASDAQ Global Select,stock
AXL,American Axle & Manufacturing Holdings  Inc.,New York Stock Exchange,stock
WLK,Westlake Corporation,New York Stock Exchange,stock
TTI,TETRA Technologies  Inc.,New York Stock Exchange,stock
ARBE,Arbe Robotics Ltd.,NASDAQ Capital Market,stock
AROC,Archrock  Inc.,New York Stock Exchange,stock
NGL,NGL Energy Partners LP,New York Stock Exchange,stock
EZPW,EZCORP  Inc.,NASDAQ Global Select,stock
UNFI,United Natural Foods  Inc.,New York Stock Exchange,stock
INGM,Ingram Micro Holding Corporation,New York Stock Exchange,stock
PUK,Prudential plc,New York Stock Exchange,stock
VIPS,Vipshop Holdings Limited,New York Stock Exchange,stock
ANDE,The Andersons  Inc.,NASDAQ Global Select,stock
AIOT,PowerFleet  Inc.,NASDAQ Global Market,stock
PFS,Provident Financial Services  Inc.,New York Stock Exchange,stock
MO,Altria Group  Inc.,New York Stock Exchange,stock
TIXT,TELUS International (Cda) Inc.,New York Stock Exchange,stock
CPA,Copa Holdings  S.A.,New York Stock Exchange,stock
NGVT,Ingevity Corporation,New York Stock Exchange,stock
HGV,Hilton Grand Vacations Inc.,New York Stock Exchange,stock
ATO,Atmos Energy Corporation,New York Stock Exchange,stock
GHG,GreenTree Hospitality Group Ltd.,New York Stock Exchange,stock
AFYA,Afya Limited,NASDAQ Global Select,stock
AM,Antero Midstream Corporation,New York Stock Exchange,stock
CODI,Compass Diversified,New York Stock Exchange,stock
IBKR,Interactive Brokers Group  Inc.,NASDAQ Global Select,stock
ADV,Advantage Solutions Inc.,NASDAQ Global Select,stock
AMCR,Amcor plc,New York Stock Exchange,stock
AME,AMETEK  Inc.,New York Stock Exchange,stock
GNL,Global Net Lease  Inc.,New York Stock Exchange,stock
BRFS,BRF S.A.,New York Stock Exchange,stock
SOJE,Southern Company (The) Series 2,New York Stock Exchange,stock
VZ,Verizon Communications Inc.,New York Stock Exchange,stock
RELY,Remitly Global  Inc.,NASDAQ Global Select,stock
ATRO,Astronics Corporation,NASDAQ Global Select,stock
APCX,AppTech Payments Corp.,NASDAQ Capital Market,stock
CURV,Torrid Holdings Inc.,New York Stock Exchange,stock
CVBF,CVB Financial Corp.,NASDAQ Global Select,stock
IEX,IDEX Corporation,New York Stock Exchange,stock
LGF-A,Lions Gate Entertainment Corp.,New York Stock Exchange,stock
MYN,BlackRock MuniYield New York Quality Fund  Inc.,New York Stock Exchange,stock
DEA,Easterly Government Properties  Inc.,New York Stock Exchange,stock
PEB-PG,Pebblebrook Hotel Trust,New York Stock Exchange,stock
SPGI,S&P Global Inc.,New York Stock Exchange,stock
EDBL,Edible Garden AG Incorporated,NASDAQ Capital Market,stock
DPRO,Draganfly Inc.,NASDAQ Capital Market,stock
ETWO,E2open Parent Holdings  Inc.,New York Stock Exchange,stock
MQ,Marqeta  Inc.,NASDAQ Global Select,stock
PEV,Phoenix Motor Inc.,NASDAQ Capital Market,stock
CHDN,Churchill Downs Incorporated,NASDAQ Global Select,stock
GRFS,Grifols  S.A.,NASDAQ Global Select,stock
MHD,BlackRock MuniHoldings Fund  Inc.,New York Stock Exchange,stock
ORLY,O'Reilly Automotive  Inc.,NASDAQ Global Select,stock
PLUG,Plug Power Inc.,NASDAQ Capital Market,stock
WHG,Westwood Holdings Group  Inc.,New York Stock Exchange,stock
AXS-PE,AXIS Capital Holdings Limited,New York Stock Exchange,stock
HLLY,Holley Inc.,New York Stock Exchange,stock
EVER,EverQuote  Inc.,NASDAQ Global Market,stock
ALL,The Allstate Corporation,New York Stock Exchange,stock
ETON,Eton Pharmaceuticals  Inc.,NASDAQ Global Market,stock
GOGL,Golden Ocean Group Limited,NASDAQ Global Select,stock
INOD,Innodata Inc.,NASDAQ Global Market,stock
LDOS,Leidos Holdings  Inc.,New York Stock Exchange,stock
ODC,Oil-Dri Corporation of America,New York Stock Exchange,stock
PACS,PACS Group  Inc.,New York Stock Exchange,stock
BE,Bloom Energy Corporation,New York Stock Exchange,stock
EIX,Edison International,New York Stock Exchange,stock
FL,Foot Locker  Inc.,New York Stock Exchange,stock
BGSF,BGSF  Inc.,New York Stock Exchange,stock
CSTE,Caesarstone Ltd.,NASDAQ Global Select,stock
STT,State Street Corporation,New York Stock Exchange,stock
LFMD,LifeMD  Inc.,NASDAQ Global Market,stock
LGI,Lazard Global Total Return and Income Fund  Inc.,New York Stock Exchange,stock
SREA,Sempra Energy,New York Stock Exchange,stock
WEC,WEC Energy Group  Inc.,New York Stock Exchange,stock
FORR,Forrester Research  Inc.,NASDAQ Global Select,stock
BJRI,BJ's Restaurants  Inc.,NASDAQ Global Select,stock
MSEX,Middlesex Water Company,NASDAQ Global Select,stock
BANF,BancFirst Corporation,NASDAQ Global Select,stock
IBG,Innovation Beverage Group Limited,NASDAQ Global Market,stock
BAC-PM,Bank of America Corporation,New York Stock Exchange,stock
EGP,EastGroup Properties  Inc.,New York Stock Exchange,stock
TYL,Tyler Technologies  Inc.,New York Stock Exchange,stock
TDG,TransDigm Group Incorporated,New York Stock Exchange,stock
QRTEB,Qurate Retail  Inc.,NASDAQ Global Select,stock
DUOL,Duolingo  Inc.,NASDAQ Global Select,stock
DVA,DaVita Inc.,New York Stock Exchange,stock
CCCC,C4 Therapeutics  Inc.,NASDAQ Global Select,stock
SGRP,SPAR Group  Inc.,NASDAQ Capital Market,stock
HLVX,HilleVax  Inc.,NASDAQ Global Select,stock
SNBR,Sleep Number Corporation,NASDAQ Global Select,stock
SO,The Southern Company,New York Stock Exchange,stock
ATYR,aTyr Pharma  Inc.,NASDAQ Global Market,stock
ATH-PA,Athene Holding Ltd.,New York Stock Exchange,stock
ATH-PD,Athene Holding Ltd.,New York Stock Exchange,stock
EE,Excelerate Energy  Inc.,New York Stock Exchange,stock
EPAM,EPAM Systems  Inc.,New York Stock Exchange,stock
HQL,Tekla Life Sciences Investors,New York Stock Exchange,stock
PINS,Pinterest  Inc.,New York Stock Exchange,stock
VRN,Veren Inc.,New York Stock Exchange,stock
EAF,GrafTech International Ltd.,New York Stock Exchange,stock
EVR,Evercore Inc.,New York Stock Exchange,stock
CLDT,Chatham Lodging Trust,New York Stock Exchange,stock
ETD,Ethan Allen Interiors Inc.,New York Stock Exchange,stock
VTLE,Vital Energy  Inc.,New York Stock Exchange,stock
LC,LendingClub Corporation,New York Stock Exchange,stock
VALE,Vale S.A.,New York Stock Exchange,stock
ESQ,Esquire Financial Holdings  Inc.,NASDAQ Capital Market,stock
ESE,ESCO Technologies Inc.,New York Stock Exchange,stock
AMWL,American Well Corporation,New York Stock Exchange,stock
OGN,Organon & Co.,New York Stock Exchange,stock
WK,Workiva Inc.,New York Stock Exchange,stock
WPM,Wheaton Precious Metals Corp.,New York Stock Exchange,stock
CLBR,Colombier Acquisition Corp.,New York Stock Exchange,stock
AMG,Affiliated Managers Group  Inc.,New York Stock Exchange,stock
PET,Wag! Group Co.,NASDAQ Global Market,stock
GGG,Graco Inc.,New York Stock Exchange,stock
XIFR,XPLR Infrastructure  LP,New York Stock Exchange,stock
GERN,Geron Corporation,NASDAQ Global Select,stock
HGTY,Hagerty  Inc.,New York Stock Exchange,stock
NVTS,Navitas Semiconductor Corporation,NASDAQ Global Market,stock
RYAM,Rayonier Advanced Materials Inc.,New York Stock Exchange,stock
AZEK,The AZEK Company Inc.,New York Stock Exchange,stock
CNTA,Centessa Pharmaceuticals plc,NASDAQ Global Select,stock
NLY,Annaly Capital Management  Inc.,New York Stock Exchange,stock
ACN,Accenture plc,New York Stock Exchange,stock
ALE,ALLETE  Inc.,New York Stock Exchange,stock
V,Visa Inc.,New York Stock Exchange,stock
BBW,Build-A-Bear Workshop  Inc.,New York Stock Exchange,stock
BBWI,Bath & Body Works  Inc.,New York Stock Exchange,stock
ISD,PGIM High Yield Bond Fund  Inc.,New York Stock Exchange,stock
BIPH,Brookfield Infrastructure Corpo,New York Stock Exchange,stock
WAFD,Washington Federal  Inc.,NASDAQ Global Select,stock
WDC,Western Digital Corporation,NASDAQ Global Select,stock
TSEM,Tower Semiconductor Ltd.,NASDAQ Global Select,stock
CEE,The Central and Eastern Europe Fund  Inc.,New York Stock Exchange,stock
CLCO,Cool Company Ltd.,New York Stock Exchange,stock
CAPL,CrossAmerica Partners LP,New York Stock Exchange,stock
CMRX,Chimerix  Inc.,NASDAQ Global Market,stock
FBYD,Falcon's Beyond Global  Inc. Class A Common Stock,NASDAQ,stock
IFN,The India Fund  Inc.,New York Stock Exchange,stock
KFS,Kingsway Financial Services Inc.,New York Stock Exchange,stock
KVUE,Kenvue Inc.,New York Stock Exchange,stock
OTEX,Open Text Corporation,NASDAQ Global Select,stock
PHT,Pioneer High Income Fund  Inc.,New York Stock Exchange,stock
RY,Royal Bank of Canada,New York Stock Exchange,stock
AISP,Airship AI Holdings  Inc.,NASDAQ Global Market,stock
MHO,M/I Homes  Inc.,New York Stock Exchange,stock
RCI,Rogers Communications Inc.,New York Stock Exchange,stock
HY,Hyster-Yale Materials Handling  Inc.,New York Stock Exchange,stock
XHR,Xenia Hotels & Resorts  Inc.,New York Stock Exchange,stock
LZB,La-Z-Boy Incorporated,New York Stock Exchange,stock
SWI,SolarWinds Corporation,New York Stock Exchange,stock
EBF,Ennis  Inc.,New York Stock Exchange,stock
SUPN,Supernus Pharmaceuticals  Inc.,NASDAQ Global Market,stock
CFFN,Capitol Federal Financial  Inc.,NASDAQ Global Select,stock
IQV,IQVIA Holdings Inc.,New York Stock Exchange,stock
RLX,RLX Technology Inc.,New York Stock Exchange,stock
AZZ,AZZ Inc.,New York Stock Exchange,stock
CLF,Cleveland-Cliffs Inc.,New York Stock Exchange,stock
CPS,Cooper-Standard Holdings Inc.,New York Stock Exchange,stock
CVNA,Carvana Co.,New York Stock Exchange,stock
EPRX,Eupraxia Pharmaceuticals Inc.,NASDAQ Global Market,stock
WELL,Welltower Inc.,New York Stock Exchange,stock
ABEV,Ambev S.A.,New York Stock Exchange,stock
TRV,The Travelers Companies  Inc.,New York Stock Exchange,stock
BATRA,The Liberty Braves Group,NASDAQ Global Select,stock
CCNE,CNB Financial Corporation,NASDAQ Global Select,stock
DGHI,Digihost Technology Inc.,NASDAQ Capital Market,stock
RBLX,Roblox Corporation,New York Stock Exchange,stock
BRKL,Brookline Bancorp  Inc.,NASDAQ Global Select,stock
LB,LandBridge Company LLC,New York Stock Exchange,stock
BNS,The Bank of Nova Scotia,New York Stock Exchange,stock
IDA,IDACORP  Inc.,New York Stock Exchange,stock
DLR-PJ,Digital Realty Trust  Inc.,New York Stock Exchange,stock
INSG,Inseego Corp.,NASDAQ Global Select,stock
EQBK,Equity Bancshares  Inc.,NASDAQ Global Select,stock
CBUS,Cibus  Inc.,NASDAQ Capital Market,stock
EQT,EQT Corporation,New York Stock Exchange,stock
EAT,Brinker International  Inc.,New York Stock Exchange,stock
EML,The Eastern Company,NASDAQ Global Market,stock
